Code,Description
D09.20,Carcinoma in situ of unspecified eye
D09.21,Carcinoma in situ of right eye
D09.22,Carcinoma in situ of left eye
D09.3,Carcinoma in situ of thyroid and other endocrine glands
D09.8,Carcinoma in situ of other specified sites
D09.9,"Carcinoma in situ, unspecified"
D10.0,Benign neoplasm of lip
D10.1,Benign neoplasm of tongue
D10.2,Benign neoplasm of floor of mouth
D10.30,Benign neoplasm of unspecified part of mouth
D10.39,Benign neoplasm of other parts of mouth
D10.4,Benign neoplasm of tonsil
D10.5,Benign neoplasm of other parts of oropharynx
D10.6,Benign neoplasm of nasopharynx
D10.7,Benign neoplasm of hypopharynx
D10.9,"Benign neoplasm of pharynx, unspecified"
D11.0,Benign neoplasm of parotid gland
D11.7,Benign neoplasm of other major salivary glands
D11.9,"Benign neoplasm of major salivary gland, unspecified"
D12.0,Benign neoplasm of cecum
D12.1,Benign neoplasm of appendix
D12.2,Benign neoplasm of ascending colon
D12.3,Benign neoplasm of transverse colon
D12.4,Benign neoplasm of descending colon
D12.5,Benign neoplasm of sigmoid colon
D12.6,"Benign neoplasm of colon, unspecified"
D12.7,Benign neoplasm of rectosigmoid junction
D12.8,Benign neoplasm of rectum
D12.9,Benign neoplasm of anus and anal canal
D13.0,Benign neoplasm of esophagus
D13.1,Benign neoplasm of stomach
D13.2,Benign neoplasm of duodenum
D13.30,Benign neoplasm of unspecified part of small intestine
D13.39,Benign neoplasm of other parts of small intestine
D13.4,Benign neoplasm of liver
D13.5,Benign neoplasm of extrahepatic bile ducts
D13.6,Benign neoplasm of pancreas
D13.7,Benign neoplasm of endocrine pancreas
D13.91,Familial adenomatous polyposis
D13.99,Benign neoplasm of ill-defined sites within the digestive system
D14.0,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses"
D14.1,Benign neoplasm of larynx
D14.2,Benign neoplasm of trachea
D14.30,Benign neoplasm of unspecified bronchus and lung
D14.31,Benign neoplasm of right bronchus and lung
D14.32,Benign neoplasm of left bronchus and lung
D14.4,"Benign neoplasm of respiratory system, unspecified"
D15.0,Benign neoplasm of thymus
D15.1,Benign neoplasm of heart
D15.2,Benign neoplasm of mediastinum
D15.7,Benign neoplasm of other specified intrathoracic organs
D15.9,"Benign neoplasm of intrathoracic organ, unspecified"
D16.00,Benign neoplasm of scapula and long bones of unspecified upper limb
D16.01,Benign neoplasm of scapula and long bones of right upper limb
D16.02,Benign neoplasm of scapula and long bones of left upper limb
D16.10,Benign neoplasm of short bones of unspecified upper limb
D16.11,Benign neoplasm of short bones of right upper limb
D16.12,Benign neoplasm of short bones of left upper limb
D16.20,Benign neoplasm of long bones of unspecified lower limb
D16.21,Benign neoplasm of long bones of right lower limb
D16.22,Benign neoplasm of long bones of left lower limb
D16.30,Benign neoplasm of short bones of unspecified lower limb
D16.31,Benign neoplasm of short bones of right lower limb
D16.32,Benign neoplasm of short bones of left lower limb
D16.4,Benign neoplasm of bones of skull and face
D16.5,Benign neoplasm of lower jaw bone
D16.6,Benign neoplasm of vertebral column
D16.7,"Benign neoplasm of ribs, sternum and clavicle"
D16.8,"Benign neoplasm of pelvic bones, sacrum and coccyx"
D16.9,"Benign neoplasm of bone and articular cartilage, unspecified"
D17.0,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck"
D17.1,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk
D17.20,Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified limb
D17.21,Benign lipomatous neoplasm of skin and subcutaneous tissue of right arm
D17.22,Benign lipomatous neoplasm of skin and subcutaneous tissue of left arm
D17.23,Benign lipomatous neoplasm of skin and subcutaneous tissue of right leg
D17.24,Benign lipomatous neoplasm of skin and subcutaneous tissue of left leg
D17.30,Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites
D17.39,Benign lipomatous neoplasm of skin and subcutaneous tissue of other sites
D17.4,Benign lipomatous neoplasm of intrathoracic organs
D17.5,Benign lipomatous neoplasm of intra-abdominal organs
D17.6,Benign lipomatous neoplasm of spermatic cord
D17.71,Benign lipomatous neoplasm of kidney
D17.72,Benign lipomatous neoplasm of other genitourinary organ
D17.79,Benign lipomatous neoplasm of other sites
D17.9,"Benign lipomatous neoplasm, unspecified"
D18.00,Hemangioma unspecified site
D18.01,Hemangioma of skin and subcutaneous tissue
D18.02,Hemangioma of intracranial structures
D18.03,Hemangioma of intra-abdominal structures
D18.09,Hemangioma of other sites
D18.1,"Lymphangioma, any site"
D19.0,Benign neoplasm of mesothelial tissue of pleura
D19.1,Benign neoplasm of mesothelial tissue of peritoneum
D19.7,Benign neoplasm of mesothelial tissue of other sites
D19.9,"Benign neoplasm of mesothelial tissue, unspecified"
D20.0,Benign neoplasm of soft tissue of retroperitoneum
D20.1,Benign neoplasm of soft tissue of peritoneum
D21.0,"Benign neoplasm of connective and other soft tissue of head, face and neck"
D21.10,"Benign neoplasm of connective and other soft tissue of unspecified upper limb, including shoulder"
D21.11,"Benign neoplasm of connective and other soft tissue of right upper limb, including shoulder"
D21.12,"Benign neoplasm of connective and other soft tissue of left upper limb, including shoulder"
D21.20,"Benign neoplasm of connective and other soft tissue of unspecified lower limb, including hip"
D21.21,"Benign neoplasm of connective and other soft tissue of right lower limb, including hip"
D21.22,"Benign neoplasm of connective and other soft tissue of left lower limb, including hip"
D21.3,Benign neoplasm of connective and other soft tissue of thorax
D21.4,Benign neoplasm of connective and other soft tissue of abdomen
D21.5,Benign neoplasm of connective and other soft tissue of pelvis
D21.6,"Benign neoplasm of connective and other soft tissue of trunk, unspecified"
D21.9,"Benign neoplasm of connective and other soft tissue, unspecified"
D22.0,Melanocytic nevi of lip
D22.10,"Melanocytic nevi of unspecified eyelid, including canthus"
D22.111,"Melanocytic nevi of right upper eyelid, including canthus"
D22.112,"Melanocytic nevi of right lower eyelid, including canthus"
D22.121,"Melanocytic nevi of left upper eyelid, including canthus"
D22.122,"Melanocytic nevi of left lower eyelid, including canthus"
D22.20,Melanocytic nevi of unspecified ear and external auricular canal
D22.21,Melanocytic nevi of right ear and external auricular canal
D22.22,Melanocytic nevi of left ear and external auricular canal
D22.30,Melanocytic nevi of unspecified part of face
D22.39,Melanocytic nevi of other parts of face
D22.4,Melanocytic nevi of scalp and neck
D22.5,Melanocytic nevi of trunk
D22.60,"Melanocytic nevi of unspecified upper limb, including shoulder"
D22.61,"Melanocytic nevi of right upper limb, including shoulder"
D22.62,"Melanocytic nevi of left upper limb, including shoulder"
D22.70,"Melanocytic nevi of unspecified lower limb, including hip"
D22.71,"Melanocytic nevi of right lower limb, including hip"
D22.72,"Melanocytic nevi of left lower limb, including hip"
D22.9,"Melanocytic nevi, unspecified"
D23.0,Other benign neoplasm of skin of lip
D23.10,"Other benign neoplasm of skin of unspecified eyelid, including canthus"
D23.111,"Other benign neoplasm of skin of right upper eyelid, including canthus"
D23.112,"Other benign neoplasm of skin of right lower eyelid, including canthus"
D23.121,"Other benign neoplasm of skin of left upper eyelid, including canthus"
D23.122,"Other benign neoplasm of skin of left lower eyelid, including canthus"
D23.20,Other benign neoplasm of skin of unspecified ear and external auricular canal
D23.21,Other benign neoplasm of skin of right ear and external auricular canal
D23.22,Other benign neoplasm of skin of left ear and external auricular canal
D23.30,Other benign neoplasm of skin of unspecified part of face
D23.39,Other benign neoplasm of skin of other parts of face
D23.4,Other benign neoplasm of skin of scalp and neck
D23.5,Other benign neoplasm of skin of trunk
D23.60,"Other benign neoplasm of skin of unspecified upper limb, including shoulder"
D23.61,"Other benign neoplasm of skin of right upper limb, including shoulder"
D23.62,"Other benign neoplasm of skin of left upper limb, including shoulder"
D23.70,"Other benign neoplasm of skin of unspecified lower limb, including hip"
D23.71,"Other benign neoplasm of skin of right lower limb, including hip"
D23.72,"Other benign neoplasm of skin of left lower limb, including hip"
D23.9,"Other benign neoplasm of skin, unspecified"
D24.1,Benign neoplasm of right breast
D24.2,Benign neoplasm of left breast
D24.9,Benign neoplasm of unspecified breast
D25.0,Submucous leiomyoma of uterus
D25.1,Intramural leiomyoma of uterus
D25.2,Subserosal leiomyoma of uterus
D25.9,"Leiomyoma of uterus, unspecified"
D26.0,Other benign neoplasm of cervix uteri
D26.1,Other benign neoplasm of corpus uteri
D26.7,Other benign neoplasm of other parts of uterus
D26.9,"Other benign neoplasm of uterus, unspecified"
D27.0,Benign neoplasm of right ovary
D27.1,Benign neoplasm of left ovary
D27.9,Benign neoplasm of unspecified ovary
D28.0,Benign neoplasm of vulva
D28.1,Benign neoplasm of vagina
D28.2,Benign neoplasm of uterine tubes and ligaments
D28.7,Benign neoplasm of other specified female genital organs
D28.9,"Benign neoplasm of female genital organ, unspecified"
D29.0,Benign neoplasm of penis
D29.1,Benign neoplasm of prostate
D29.20,Benign neoplasm of unspecified testis
D29.21,Benign neoplasm of right testis
D29.22,Benign neoplasm of left testis
D29.30,Benign neoplasm of unspecified epididymis
D29.31,Benign neoplasm of right epididymis
D29.32,Benign neoplasm of left epididymis
D29.4,Benign neoplasm of scrotum
D29.8,Benign neoplasm of other specified male genital organs
D29.9,"Benign neoplasm of male genital organ, unspecified"
D30.00,Benign neoplasm of unspecified kidney
D30.01,Benign neoplasm of right kidney
D30.02,Benign neoplasm of left kidney
D30.10,Benign neoplasm of unspecified renal pelvis
D30.11,Benign neoplasm of right renal pelvis
D30.12,Benign neoplasm of left renal pelvis
D30.20,Benign neoplasm of unspecified ureter
D30.21,Benign neoplasm of right ureter
D30.22,Benign neoplasm of left ureter
D30.3,Benign neoplasm of bladder
D30.4,Benign neoplasm of urethra
D30.8,Benign neoplasm of other specified urinary organs
D30.9,"Benign neoplasm of urinary organ, unspecified"
D31.00,Benign neoplasm of unspecified conjunctiva
D31.01,Benign neoplasm of right conjunctiva
D31.02,Benign neoplasm of left conjunctiva
D31.10,Benign neoplasm of unspecified cornea
D31.11,Benign neoplasm of right cornea
D31.12,Benign neoplasm of left cornea
D31.20,Benign neoplasm of unspecified retina
D31.21,Benign neoplasm of right retina
D31.22,Benign neoplasm of left retina
D31.30,Benign neoplasm of unspecified choroid
D31.31,Benign neoplasm of right choroid
D31.32,Benign neoplasm of left choroid
D31.40,Benign neoplasm of unspecified ciliary body
D31.41,Benign neoplasm of right ciliary body
D31.42,Benign neoplasm of left ciliary body
D31.50,Benign neoplasm of unspecified lacrimal gland and duct
D31.51,Benign neoplasm of right lacrimal gland and duct
D31.52,Benign neoplasm of left lacrimal gland and duct
D31.60,Benign neoplasm of unspecified site of unspecified orbit
D31.61,Benign neoplasm of unspecified site of right orbit
D31.62,Benign neoplasm of unspecified site of left orbit
D31.90,Benign neoplasm of unspecified part of unspecified eye
D31.91,Benign neoplasm of unspecified part of right eye
D31.92,Benign neoplasm of unspecified part of left eye
D32.0,Benign neoplasm of cerebral meninges
D32.1,Benign neoplasm of spinal meninges
D32.9,"Benign neoplasm of meninges, unspecified"
D33.0,"Benign neoplasm of brain, supratentorial"
D33.1,"Benign neoplasm of brain, infratentorial"
D33.2,"Benign neoplasm of brain, unspecified"
D33.3,Benign neoplasm of cranial nerves
D33.4,Benign neoplasm of spinal cord
D33.7,Benign neoplasm of other specified parts of central nervous system
D33.9,"Benign neoplasm of central nervous system, unspecified"
D34,Benign neoplasm of thyroid gland
D35.00,Benign neoplasm of unspecified adrenal gland
D35.01,Benign neoplasm of right adrenal gland
D35.02,Benign neoplasm of left adrenal gland
D35.1,Benign neoplasm of parathyroid gland
D35.2,Benign neoplasm of pituitary gland
D35.3,Benign neoplasm of craniopharyngeal duct
D35.4,Benign neoplasm of pineal gland
D35.5,Benign neoplasm of carotid body
D35.6,Benign neoplasm of aortic body and other paraganglia
D35.7,Benign neoplasm of other specified endocrine glands
D35.9,"Benign neoplasm of endocrine gland, unspecified"
D36.0,Benign neoplasm of lymph nodes
D36.10,"Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified"
D36.11,"Benign neoplasm of peripheral nerves and autonomic nervous system of face, head, and neck"
D36.12,"Benign neoplasm of peripheral nerves and autonomic nervous system, upper limb, including shoulder"
D36.13,"Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb, including hip"
D36.14,Benign neoplasm of peripheral nerves and autonomic nervous system of thorax
D36.15,Benign neoplasm of peripheral nerves and autonomic nervous system of abdomen
D36.16,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis
D36.17,"Benign neoplasm of peripheral nerves and autonomic nervous system of trunk, unspecified"
D36.7,Benign neoplasm of other specified sites
D36.9,"Benign neoplasm, unspecified site"
D3A.00,Benign carcinoid tumor of unspecified site
D3A.010,Benign carcinoid tumor of the duodenum
D3A.011,Benign carcinoid tumor of the jejunum
D3A.012,Benign carcinoid tumor of the ileum
D3A.019,"Benign carcinoid tumor of the small intestine, unspecified portion"
D3A.020,Benign carcinoid tumor of the appendix
D3A.021,Benign carcinoid tumor of the cecum
D3A.022,Benign carcinoid tumor of the ascending colon
D3A.023,Benign carcinoid tumor of the transverse colon
D3A.024,Benign carcinoid tumor of the descending colon
D3A.025,Benign carcinoid tumor of the sigmoid colon
D3A.026,Benign carcinoid tumor of the rectum
D3A.029,"Benign carcinoid tumor of the large intestine, unspecified portion"
D3A.090,Benign carcinoid tumor of the bronchus and lung
D3A.091,Benign carcinoid tumor of the thymus
D3A.092,Benign carcinoid tumor of the stomach
D3A.093,Benign carcinoid tumor of the kidney
D3A.094,"Benign carcinoid tumor of the foregut, unspecified"
D3A.095,"Benign carcinoid tumor of the midgut, unspecified"
D3A.096,"Benign carcinoid tumor of the hindgut, unspecified"
D3A.098,Benign carcinoid tumors of other sites
D3A.8,Other benign neuroendocrine tumors
D37.01,Neoplasm of uncertain behavior of lip
D37.02,Neoplasm of uncertain behavior of tongue
D37.030,Neoplasm of uncertain behavior of the parotid salivary glands
D37.031,Neoplasm of uncertain behavior of the sublingual salivary glands
D37.032,Neoplasm of uncertain behavior of the submandibular salivary glands
D37.039,"Neoplasm of uncertain behavior of the major salivary glands, unspecified"
D37.04,Neoplasm of uncertain behavior of the minor salivary glands
D37.05,Neoplasm of uncertain behavior of pharynx
D37.09,Neoplasm of uncertain behavior of other specified sites of the oral cavity
D37.1,Neoplasm of uncertain behavior of stomach
D37.2,Neoplasm of uncertain behavior of small intestine
D37.3,Neoplasm of uncertain behavior of appendix
D37.4,Neoplasm of uncertain behavior of colon
D37.5,Neoplasm of uncertain behavior of rectum
D37.6,"Neoplasm of uncertain behavior of liver, gallbladder and bile ducts"
D37.8,Neoplasm of uncertain behavior of other specified digestive organs
D37.9,"Neoplasm of uncertain behavior of digestive organ, unspecified"
D38.0,Neoplasm of uncertain behavior of larynx
D38.1,"Neoplasm of uncertain behavior of trachea, bronchus and lung"
D38.2,Neoplasm of uncertain behavior of pleura
D38.3,Neoplasm of uncertain behavior of mediastinum
D38.4,Neoplasm of uncertain behavior of thymus
D38.5,Neoplasm of uncertain behavior of other respiratory organs
D38.6,"Neoplasm of uncertain behavior of respiratory organ, unspecified"
D39.0,Neoplasm of uncertain behavior of uterus
D39.10,Neoplasm of uncertain behavior of unspecified ovary
D39.11,Neoplasm of uncertain behavior of right ovary
D39.12,Neoplasm of uncertain behavior of left ovary
D39.2,Neoplasm of uncertain behavior of placenta
D39.8,Neoplasm of uncertain behavior of other specified female genital organs
D39.9,"Neoplasm of uncertain behavior of female genital organ, unspecified"
D40.0,Neoplasm of uncertain behavior of prostate
D40.10,Neoplasm of uncertain behavior of unspecified testis
D40.11,Neoplasm of uncertain behavior of right testis
D40.12,Neoplasm of uncertain behavior of left testis
D40.8,Neoplasm of uncertain behavior of other specified male genital organs
D40.9,"Neoplasm of uncertain behavior of male genital organ, unspecified"
D41.00,Neoplasm of uncertain behavior of unspecified kidney
D41.01,Neoplasm of uncertain behavior of right kidney
D41.02,Neoplasm of uncertain behavior of left kidney
D41.10,Neoplasm of uncertain behavior of unspecified renal pelvis
D41.11,Neoplasm of uncertain behavior of right renal pelvis
D41.12,Neoplasm of uncertain behavior of left renal pelvis
D41.20,Neoplasm of uncertain behavior of unspecified ureter
D41.21,Neoplasm of uncertain behavior of right ureter
D41.22,Neoplasm of uncertain behavior of left ureter
D41.3,Neoplasm of uncertain behavior of urethra
D41.4,Neoplasm of uncertain behavior of bladder
D41.8,Neoplasm of uncertain behavior of other specified urinary organs
D41.9,Neoplasm of uncertain behavior of unspecified urinary organ
D42.0,Neoplasm of uncertain behavior of cerebral meninges
D42.1,Neoplasm of uncertain behavior of spinal meninges
D42.9,"Neoplasm of uncertain behavior of meninges, unspecified"
D43.0,"Neoplasm of uncertain behavior of brain, supratentorial"
D43.1,"Neoplasm of uncertain behavior of brain, infratentorial"
D43.2,"Neoplasm of uncertain behavior of brain, unspecified"
D43.3,Neoplasm of uncertain behavior of cranial nerves
D43.4,Neoplasm of uncertain behavior of spinal cord
D43.8,Neoplasm of uncertain behavior of other specified parts of central nervous system
D43.9,"Neoplasm of uncertain behavior of central nervous system, unspecified"
D44.0,Neoplasm of uncertain behavior of thyroid gland
D44.10,Neoplasm of uncertain behavior of unspecified adrenal gland
D44.11,Neoplasm of uncertain behavior of right adrenal gland
D44.12,Neoplasm of uncertain behavior of left adrenal gland
D44.2,Neoplasm of uncertain behavior of parathyroid gland
D44.3,Neoplasm of uncertain behavior of pituitary gland
D44.4,Neoplasm of uncertain behavior of craniopharyngeal duct
D44.5,Neoplasm of uncertain behavior of pineal gland
D44.6,Neoplasm of uncertain behavior of carotid body
D44.7,Neoplasm of uncertain behavior of aortic body and other paraganglia
D44.9,Neoplasm of uncertain behavior of unspecified endocrine gland
D45,Polycythemia vera
D46.0,"Refractory anemia without ring sideroblasts, so stated"
D46.1,Refractory anemia with ring sideroblasts
D46.20,"Refractory anemia with excess of blasts, unspecified"
D46.21,Refractory anemia with excess of blasts 1
D46.22,Refractory anemia with excess of blasts 2
D46.A,Refractory cytopenia with multilineage dysplasia
D46.B,Refractory cytopenia with multilineage dysplasia and ring sideroblasts
D46.C,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
D46.4,"Refractory anemia, unspecified"
D46.Z,Other myelodysplastic syndromes
D46.9,"Myelodysplastic syndrome, unspecified"
D47.01,Cutaneous mastocytosis
D47.02,Systemic mastocytosis
D47.09,Other mast cell neoplasms of uncertain behavior
D47.1,Chronic myeloproliferative disease
D47.2,Monoclonal gammopathy
D47.3,Essential (hemorrhagic) thrombocythemia
D47.4,Osteomyelofibrosis
D47.Z1,Post-transplant lymphoproliferative disorder (PTLD)
D47.Z2,Castleman disease
D47.Z9,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
D47.9,"Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified"
D48.0,Neoplasm of uncertain behavior of bone and articular cartilage
D48.110,Desmoid tumor of head and neck
D48.111,Desmoid tumor of chest wall
D48.112,"Desmoid tumor, intrathoracic"
D48.113,Desmoid tumor of abdominal wall
D48.114,"Desmoid tumor, intraabdominal"
D48.115,Desmoid tumor of upper extremity and shoulder girdle
D48.116,Desmoid tumor of lower extremity and pelvic girdle
D48.117,Desmoid tumor of back
D48.118,Desmoid tumor of other site
D48.119,Desmoid tumor of unspecified site
D48.19,Other specified neoplasm of uncertain behavior of connective and other soft tissue
D48.2,Neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system
D48.3,Neoplasm of uncertain behavior of retroperitoneum
D48.4,Neoplasm of uncertain behavior of peritoneum
D48.5,Neoplasm of uncertain behavior of skin
D48.60,Neoplasm of uncertain behavior of unspecified breast
D48.61,Neoplasm of uncertain behavior of right breast
D48.62,Neoplasm of uncertain behavior of left breast
D48.7,Neoplasm of uncertain behavior of other specified sites
D48.9,"Neoplasm of uncertain behavior, unspecified"
D49.0,Neoplasm of unspecified behavior of digestive system
D49.1,Neoplasm of unspecified behavior of respiratory system
D49.2,"Neoplasm of unspecified behavior of bone, soft tissue, and skin"
D49.3,Neoplasm of unspecified behavior of breast
D49.4,Neoplasm of unspecified behavior of bladder
D49.511,Neoplasm of unspecified behavior of right kidney
D49.512,Neoplasm of unspecified behavior of left kidney
D49.519,Neoplasm of unspecified behavior of unspecified kidney
D49.59,Neoplasm of unspecified behavior of other genitourinary organ
D49.6,Neoplasm of unspecified behavior of brain
D49.7,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
D49.81,Neoplasm of unspecified behavior of retina and choroid
D49.89,Neoplasm of unspecified behavior of other specified sites
E00.0,"Congenital iodine-deficiency syndrome, neurological type"
E00.1,"Congenital iodine-deficiency syndrome, myxedematous type"
E00.2,"Congenital iodine-deficiency syndrome, mixed type"
E00.9,"Congenital iodine-deficiency syndrome, unspecified"
E01.0,Iodine-deficiency related diffuse (endemic) goiter
E01.1,Iodine-deficiency related multinodular (endemic) goiter
E01.2,"Iodine-deficiency related (endemic) goiter, unspecified"
E01.8,Other iodine-deficiency related thyroid disorders and allied conditions
E02,Subclinical iodine-deficiency hypothyroidism
E03.0,Congenital hypothyroidism with diffuse goiter
E03.1,Congenital hypothyroidism without goiter
E03.2,Hypothyroidism due to medicaments and other exogenous substances
E03.3,Postinfectious hypothyroidism
E03.4,Atrophy of thyroid (acquired)
E03.5,Myxedema coma
E03.8,Other specified hypothyroidism
E03.9,"Hypothyroidism, unspecified"
E04.0,Nontoxic diffuse goiter
E04.1,Nontoxic single thyroid nodule
E04.2,Nontoxic multinodular goiter
E04.8,Other specified nontoxic goiter
E04.9,"Nontoxic goiter, unspecified"
E05.00,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm
E05.01,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm
E05.10,Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm
E05.11,Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm
E05.20,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm
E05.21,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
E05.30,Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic crisis or storm
E05.31,Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm
E05.40,Thyrotoxicosis factitia without thyrotoxic crisis or storm
E05.41,Thyrotoxicosis factitia with thyrotoxic crisis or storm
E05.80,Other thyrotoxicosis without thyrotoxic crisis or storm
E05.81,Other thyrotoxicosis with thyrotoxic crisis or storm
E05.90,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm"
E05.91,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm"
E06.0,Acute thyroiditis
E06.1,Subacute thyroiditis
E06.2,Chronic thyroiditis with transient thyrotoxicosis
E06.3,Autoimmune thyroiditis
E06.4,Drug-induced thyroiditis
E06.5,Other chronic thyroiditis
E06.9,"Thyroiditis, unspecified"
E07.0,Hypersecretion of calcitonin
E07.1,Dyshormogenetic goiter
E07.81,Sick-euthyroid syndrome
E07.89,Other specified disorders of thyroid
E07.9,"Disorder of thyroid, unspecified"
E08.00,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma
E08.10,Diabetes mellitus due to underlying condition with ketoacidosis without coma
E08.11,Diabetes mellitus due to underlying condition with ketoacidosis with coma
E08.21,Diabetes mellitus due to underlying condition with diabetic nephropathy
E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease
E08.29,Diabetes mellitus due to underlying condition with other diabetic kidney complication
E08.311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema
E08.319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema
E08.3211,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye"
E08.3212,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye"
E08.3213,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
E08.3219,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08.3291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye"
E08.3292,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye"
E08.3293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
E08.3299,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E08.3311,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
E08.3312,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
E08.3313,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
E08.3319,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08.3391,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
E08.3392,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
E08.3393,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
E08.3399,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E08.3411,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye"
E08.3412,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye"
E08.3413,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
E08.3419,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08.3491,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye"
E08.3492,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye"
E08.3493,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
E08.3499,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E08.3511,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye"
E08.3512,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye"
E08.3513,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral"
E08.3519,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye"
E08.3521,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
E08.3522,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
E08.3523,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
E08.3529,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
E08.3531,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
E08.3532,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
E08.3533,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
E08.3539,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
E08.3541,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
E08.3542,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
